price,quantity_g,quantity_ml,quantity_pieces,store_Imtiaz,store_Jalal Sons,store_Metro,store_al-fateh,categpory_Baby Food,categpory_Beverages,categpory_Breakfast Foods,categpory_Canned Foods,categpory_Condiments,categpory_Cooking Oils,categpory_Dairy,categpory_Dry Fruits & Nuts,categpory_Snacks,categpory_Spices & Seasonings,categpory_Staples,log_quantity
"Rs.720 - Rs.2,880",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.1,020 - Rs.4,080",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.1,020 - Rs.4,080",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.1,300 - Rs.5,200",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.620 - Rs.2,480",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.720 - Rs.2,880",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.1,450 - Rs.5,800",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.1,450 - Rs.5,800",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.1,170 - Rs.4,680",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.390 - Rs.1,560",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.1,375 - Rs.5,500",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.545 - Rs.2,180",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.620 - Rs.2,480",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.1,220 - Rs.4,880",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.495 - Rs.1,980",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.620 - Rs.2,480",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.295 - Rs.1,180",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.3,750 - Rs.15,000",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.2,400 - Rs.9,600",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.1,490 - Rs.5,960",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.1,400 - Rs.5,600",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
"Rs.445 - Rs.1,780",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
Rs.245 - Rs.980,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
Rs.595,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.2166061010848646
Rs.290,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.707110264748875
Rs.585,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.2166061010848646
Rs.345,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.707110264748875
Rs.295,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.5254529391317835
Rs.140,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.365,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.2166061010848646
Rs.180,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.295,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.993961427306569
Rs.240,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.459585514144159
Rs.150,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.150,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.150,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.220,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.442417710521793
Rs.220,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.980,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.180,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.442417710521793
Rs.285,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.240,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.875197323201151
Rs.150,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
"Rs.1,195",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
"Rs.2,295",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.2166061010848646
Rs.210,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.709530201312334
Rs.315,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3.258096538021482
Rs.130,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.198497031265826
"Rs.2,495",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.2166061010848646
Rs.195,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.875197323201151
Rs.210,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.195,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.912654885736052
Rs.400,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
"Rs.2,195",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.68586094706836
"Rs.3,995",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.68586094706836
Rs.475,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.210,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.195,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
"Rs.3,595",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.68586094706836
Rs.595,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.210,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.285,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.180,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.125,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.945,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
"Rs.1,045",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.210,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.195,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.160,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.195,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.225746673713202
Rs.240,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3.8918202981106265
Rs.115,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
"Rs.1,595",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.2166061010848646
Rs.295,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.300,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
"Rs.1,220",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.200,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.425,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.210,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.836281906951478
Rs.235,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.110873864173311
Rs.210,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.2626798770413155
Rs.240,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3.8918202981106265
Rs.225,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.110873864173311
Rs.170,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.235,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.260,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.170483995038151
Rs.245,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.110873864173311
Rs.425,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.210,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.425,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.111467339502679
Rs.445,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.195,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.480,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.170483995038151
Rs.425,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.170483995038151
Rs.170,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.240,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3.8918202981106265
Rs.195,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.225746673713202
Rs.425,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
"Rs.1,295",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.250,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.250,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.445,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.145,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.295,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.110873864173311
Rs.205,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.210,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.260,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.425,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.120,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1.0986122886681098
"Rs.2,295",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.2166061010848646
Rs.210,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.983606621708336
Rs.355,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.300,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.5254529391317835
Rs.240,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3.8918202981106265
Rs.405,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.210,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.425,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.425,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.495,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.160,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.425,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.5254529391317835
Rs.435,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.495,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.125,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.484796933490655
Rs.425,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
"Rs.2,895",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.736198448394496
Rs.240,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.37989735354046
Rs.425,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.425,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
"Rs.1,795",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.5254529391317835
Rs.240,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3.8918202981106265
"Rs.1,495",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
"Rs.2,095",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.875197323201151
Rs.350,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.945,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.5254529391317835
Rs.260,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
"Rs.2,095",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.875197323201151
"Rs.1,526Rs.1,795",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.329720905522696
"Rs.2,095",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.912654885736052
"Rs.2,095",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.875197323201151
"Rs.2,095",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.912654885736052
Rs.320,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.145,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.2626798770413155
Rs.495,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.5254529391317835
"Rs.2,100",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
Rs.399,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522
Rs.385,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
"Rs.1,951Rs.2,295",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.329720905522696
Rs.890,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924
Rs.640,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.993961427306569
"Rs.1,080",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.110873864173311
"Rs.1,650",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.5254529391317835
Rs.456,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.408,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
"Rs.2,160",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.993961427306569
Rs.432,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
"Rs.1,100",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
"Rs.468 - Rs.1,872",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.356,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.176,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.176,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.190,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.298,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.198,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.236,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.296,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.432,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.408,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.360,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.436,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.303304908059076
Rs.540,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.540,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.864,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.993961427306569
Rs.960,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.792,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.993961427306569
Rs.428,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.61512051684126
Rs.750,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.5254529391317835
Rs.720,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.860786223465865
Rs.360,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.14166355650266
Rs.920,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.303304908059076
Rs.399,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.14166355650266
"Rs.1,000Rs.1,045",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.066108090103747
Rs.995,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.303304908059076
"Rs.1,145",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.303304908059076
Rs.180,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.454347296253507
"Rs.2,050Rs.2,195",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.803505257608338
"Rs.1,000Rs.1,045",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.066108090103747
Rs.240,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.258096538021482
Rs.475,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.61512051684126
Rs.920,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.303304908059076
Rs.575,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.61512051684126
"Rs.1,095",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.089044875446846
Rs.399,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.14166355650266
"Rs.1,495",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.16541785423142
Rs.875,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.066108090103747
Rs.220,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.394449154672439
Rs.440,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.14166355650266
"Rs.2,093Rs.2,195",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.803505257608338
Rs.240,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.828641396489095
Rs.240,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.828641396489095
Rs.295,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.9318256327243257
Rs.895,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.066108090103747
Rs.250,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.8918202981106265
Rs.200,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.454347296253507
Rs.560,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.61512051684126
Rs.240,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.828641396489095
Rs.245,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,2.833213344056216
Rs.240,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.828641396489095
Rs.240,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.828641396489095
Rs.895,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.066108090103747
Rs.695,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.912654885736052
Rs.375,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.14166355650266
"Rs.1,795",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.803505257608338
"Rs.1,775",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.803505257608338
Rs.240,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.4339872044851463
Rs.375,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.14166355650266
"Rs.1,795",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.803505257608338
Rs.285,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.61512051684126
Rs.450,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.303304908059076
Rs.510,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.61512051684126
Rs.445,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.258096538021482
Rs.745,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.4339872044851463
Rs.240,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.828641396489095
Rs.445,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.258096538021482
Rs.210,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.303304908059076
Rs.745,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.4339872044851463
Rs.100,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.044522437723423
Rs.825,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.066108090103747
Rs.240,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.828641396489095
"Rs.1,645",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.803505257608338
Rs.375,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.14166355650266
Rs.190,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.454347296253507
Rs.745,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.044522437723423
Rs.295,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.5115454388310208
Rs.190,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.454347296253507
"Rs.3,195",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,7.3783837129967145
"Rs.3,495",False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.398594934535208
Rs.745,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.4339872044851463
"Rs.1,200",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.860786223465865
Rs.240,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.4339872044851463
Rs.285,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,2.3978952727983707
Rs.745,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.4339872044851463
Rs.795,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.044522437723423
"Rs.1,095",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.089044875446846
"Rs.1,095",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.2166061010848646
Rs.350,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.14166355650266
Rs.745,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.4339872044851463
Rs.370,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.14166355650266
Rs.445,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.258096538021482
Rs.350,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.017279836814924
Rs.345,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.044522437723423
"Rs.1,295",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.713572066704308
Rs.560,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.044522437723423
Rs.345,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.044522437723423
Rs.550,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.5254529391317835
Rs.335,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.713572066704308
Rs.900,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.61512051684126
Rs.345,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.044522437723423
Rs.999,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.089044875446846
Rs.795,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.713572066704308
Rs.895,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.303304908059076
Rs.650,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.303304908059076
"Rs.1,495",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.713572066704308
Rs.330,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.836281906951478
"Rs.1,271Rs.1,495",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.7376696182833684
"Rs.1,295",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.6506582412937387
